//Card Title,Card ID,Card Value,Card Type,Card Sub Type,Card Badge,Card Series,Year,Peak,Team,Franchise,LastName,FirstName,NickName,Nation,UniformNumber,DayOB,MonthOB,YearOB,Bats,Throws,Position,Pitcher Role,Contact,Gap,Power,Eye,Avoid Ks,BABIP,Contact vL,Gap vL,Power vL,Eye vL,Avoid K vL,BABIP vL,Contact vR,Gap vR,Power vR,Eye vR,Avoid K vR,BABIP vR,GB Hitter Type,FB Hitter Type,BattedBallType,Speed,Steal Rate,Stealing,Baserunning,Sac bunt,Bunt for hit,Stuff,Movement,Control,pHR,pBABIP,Stuff vL,Movement vL,Control vL,pHR vL,pBABIP vL,Stuff vR,Movement vR,Control vR,pHR vR,pBABIP vR,Fastball,Slider,Curveball,Changeup,Cutter,Sinker,Splitter,Forkball,Screwball,Circlechange,Knucklecurve,Knuckleball,Stamina,Hold,GB,Velocity,Arm Slot,Height,Infield Range,Infield Error,Infield Arm,DP,CatcherAbil,CatcherFrame,Catcher Arm,OF Range,OF Error,OF Arm,Pos Rating P,Pos Rating C,Pos Rating 1B,Pos Rating 2B,Pos Rating 3B,Pos Rating SS,Pos Rating LF,Pos Rating CF,Pos Rating RF,LearnC,Learn1B,Learn2B,Learn3B,LearnSS,LearnLF,LearnCF,LearnRF,era,tier,MissionValue,limit,owned,brefid,Buy Order High,Sell Order Low,Last 10 Price,Last 10 Price(VAR),date,packs
Snapshot SP Dutch Ruether WS1 1926,82935,46,7,,,,1926,N,Washington Senators,MIN,Ruether,Dutch,,The United States,14,13,9,1893,2,2,1,11,27,33,35,45,31,21,16,41,48,32,19,12,30,31,31,50,34,25,0,0,0,10,5,6,14,27,2,52,68,65,67,71,49,49,64,54,39,53,75,66,72,82,64,0,0,77,0,0,0,0,0,0,0,64,79,81,3,89-91,3,183,26,34,31,33,0,0,0,3,8,6,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,ruethdu01,0,7,7,130,2026-03-13,1,
Limited Edition/42 SP Kirk Rueter MON 1993,84848,59,3,LE,,,1993,N,Montreal Expos,WSN,Rueter,Kirk,Woody,The United States,42,1,12,1970,2,2,1,11,14,28,4,37,16,11,13,16,4,34,12,12,15,31,4,39,18,11,0,0,0,13,4,6,22,44,34,37,84,98,87,78,39,110,104,125,82,36,77,97,77,77,48,0,52,62,54,0,0,0,0,0,0,0,68,56,3,90-92,3,191,35,76,58,62,0,0,0,6,2,7,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,42,0,rueteki01,26666,0,38093,0,2026-04-13,0,
Snapshot C Muddy Ruel WS1 1926,83758,78,7,,,,1926,N,Washington Senators,MIN,Ruel,Muddy,,The United States,10,20,2,1896,1,1,2,0,99,85,18,103,141,76,108,71,1,103,133,88,97,89,24,103,143,72,1,1,0,51,58,60,45,53,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,0,0,0,0,0,0,0,0,0,0,0,1,22,2,89-91,3,175,10,10,4,1,94,84,89,5,5,4,0,96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,5,0,1,ruelmu01,200,600,457,12363,2026-03-13,1,
Snapshot SP Dick Rudolph BSN 1914,83229,74,7,,,,1914,N,Boston Braves,ATL,Rudolph,Dick,Baldy,The United States,20,25,8,1887,1,1,1,11,18,77,4,54,29,6,24,61,2,57,34,5,17,82,5,54,27,7,0,0,3,79,89,77,76,52,15,58,78,107,72,91,61,75,97,74,77,54,82,117,72,103,47,0,65,80,0,0,0,0,74,0,0,0,96,93,2,89-91,3,183,31,36,30,23,0,0,0,1,7,5,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,3,rudoldi01,0,152,122,876,2026-03-13,1,
Unsung Heroes CF Johnny Rucker NY1 1945,82854,52,8,,,,1945,N,New York Giants,SFG,Rucker,Johnny,,The United States,1,15,1,1917,2,1,8,0,75,90,79,46,92,61,71,70,62,49,84,60,77,97,84,45,95,62,2,2,0,80,65,69,81,28,3,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,16,0,0,0,0,0,0,0,0,0,0,0,1,11,2,90-92,4,188,4,6,8,1,0,0,0,71,47,50,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,1,0,1,0,1,0,5,ruckejo01,0,7,8,210,2026-03-13,1,
All-Time Legend RP Dave Rucker STL Peak,84015,48,4,,,,1984,Y,St. Louis Cardinals,STL,Rucker,Dave,,The United States,36,1,9,1957,2,2,1,12,20,44,5,35,17,23,19,44,5,33,16,23,21,45,5,36,18,24,0,0,0,16,4,6,28,28,8,59,84,54,104,44,67,85,63,105,47,53,83,50,104,43,53,66,0,0,0,0,0,79,0,0,0,0,22,102,2,90-92,3,185,27,20,23,23,0,0,0,10,8,5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,ruckeda01,0,60,77,731,2026-03-13,1,
Rookie Sensation SP Dave Rozema DET 1977,84252,63,3,,,,1977,N,Detroit Tigers,DET,Rozema,Dave,,The United States,19,5,8,1956,1,1,1,11,4,2,1,3,1,1,4,3,1,3,1,1,4,2,1,3,1,1,0,0,0,5,5,6,5,24,56,48,69,123,60,87,52,64,112,60,73,45,73,133,61,98,0,61,0,0,0,50,75,0,0,0,0,0,89,48,0,88-90,2,193,24,40,29,23,0,0,0,7,4,6,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,2,rozemda01,0,28,32,769,2026-03-13,1,
MLB 2026 Live RP Chris Roycroft STL,81864,52,1,,,,2026,N,St. Louis Cardinals,STL,Roycroft,Chris,,The United States,58,21,6,1997,1,1,1,12,20,14,2,17,18,23,21,15,3,17,18,24,20,14,2,18,18,23,0,0,0,17,21,10,18,34,7,64,84,66,90,74,55,73,63,77,66,69,90,69,95,80,67,66,0,0,0,75,0,0,0,0,0,0,19,42,0,95-97,3,203,16,18,39,10,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,5,roycrch01,0,9,9,0,2026-03-13,1,
Snapshot CF Edd Roush CIN 1921,83808,83,7,,,,1921,N,Cincinnati Reds,CIN,Roush,Edd,,The United States,56,8,5,1893,2,2,8,0,114,88,68,70,171,82,98,87,60,70,131,78,119,89,71,71,184,83,0,0,0,76,88,72,74,41,9,1,3,1,5,1,1,3,1,5,1,1,3,1,5,1,16,0,0,0,0,0,0,0,0,0,0,0,1,13,2,89-91,3,180,6,3,5,4,0,0,0,71,90,48,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,1,0,1,3,10,0,0,roushed01,1025,1449,1167,2501,2026-03-13,1,
MLB 2026 Live SP Landen Roupp SF,81730,81,1,,,,2026,N,San Francisco Giants,SFG,Roupp,Landen,,The United States,65,10,9,1998,1,1,1,11,22,23,13,14,23,21,22,23,13,14,23,21,22,23,13,14,23,21,2,2,0,35,37,24,43,22,11,78,86,75,92,76,72,82,73,87,72,83,90,78,96,80,0,88,98,86,0,93,0,0,0,0,0,0,54,40,2,94-96,3,188,42,42,42,15,3,3,1,40,42,41,86,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,8,3,10,0,0,rouppla01,1001,1492,1440,0,2026-03-13,1,
Snapshot RF Braggo Roth CLE 1917,83677,66,7,,,,1917,N,Cleveland,CLE,Roth,Braggo,The Globetrotter,The United States,4,28,8,1892,1,1,9,0,84,116,52,80,77,91,69,83,36,79,67,72,90,131,58,81,81,97,0,0,3,72,91,93,68,54,1,1,3,1,4,1,1,3,1,4,1,1,3,1,4,2,16,0,0,0,0,0,0,0,0,0,0,0,1,13,2,90-92,3,183,2,2,9,5,0,0,0,67,58,81,0,0,0,0,0,0,0,0,78,0,0,0,0,0,1,1,1,0,1,2,0,3,rothbr01,0,27,29,601,2026-03-13,1,
MLB 2026 Live RP Joe Ross AZ,81853,58,1,,,,2026,N,Arizona Diamondbacks,ARI,Ross,Joe,,The United States,44,21,5,1993,1,1,1,12,39,17,5,26,38,43,39,17,5,26,38,43,39,17,5,26,38,43,0,0,0,25,16,25,33,52,50,64,78,76,78,79,63,76,75,77,76,66,80,77,80,81,78,77,69,73,0,0,0,0,0,0,0,0,44,58,3,95-97,3,193,21,32,50,19,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,0,1,0,5,rossjo01,0,8,8,0,2026-03-13,1,
Launch Deck Missions - Snapshot C David Ross ATL 2009,83574,88,7,,,Launch Deck Missions,2009,N,Atlanta Braves,ATL,Ross,David,,The United States,8,19,3,1977,1,1,2,0,97,125,42,122,83,109,93,117,74,90,63,133,97,128,22,135,89,101,0,0,3,9,5,6,14,68,25,1,1,1,1,1,1,1,1,1,1,1,3,1,4,1,17,17,0,0,0,0,0,0,0,0,0,0,1,25,4,98-100,2,188,7,7,5,2,89,94,96,9,7,9,0,101,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,3,15,0,0,rossda01,0,4189,3744,0,2026-03-13,0,
Snapshot 3B Al Rosen CLE 1956,83620,74,7,,,,1956,N,Cleveland,CLE,Rosen,Al,Flip,The United States,7,28,2,1924,1,1,5,0,75,71,80,87,99,53,87,67,100,93,115,67,71,73,72,86,96,46,1,1,0,34,25,44,39,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,0,0,0,0,0,0,0,0,0,0,0,1,16,2,90-92,4,178,70,66,80,40,0,0,0,1,10,3,0,0,71,0,70,0,0,0,0,0,1,0,1,0,0,0,0,2,2,5,0,1,rosenal01,101,121,126,501,2026-03-13,1,
Snapshot C Johnny Roseboro LAD 1966,83591,72,7,,,,1966,N,Los Angeles Dodgers,LAD,Roseboro,Johnny,,The United States,8,13,5,1933,2,1,2,0,83,78,66,72,103,68,83,62,69,62,103,68,84,83,65,76,104,69,1,1,0,39,22,63,53,44,4,1,5,1,7,1,1,5,1,7,1,1,5,1,7,1,16,0,0,0,0,0,0,0,0,0,0,0,1,9,1,90-92,3,178,3,5,9,5,87,58,64,5,4,1,0,69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,5,0,1,rosebjo01,0,128,113,501,2026-03-13,1,
Happy Easter Variant Booster 3B Eguy Rosario SD 2024,84684,44,3,VB,,,2024,N,San Diego Padres,SDP,Rosario,Eguy,,Dominican Republic,5,25,8,1999,1,1,5,0,69,69,44,54,74,65,71,168,90,1,18,122,60,1,1,63,84,28,0,0,0,13,3,6,22,58,6,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,16,0,0,0,0,0,0,0,0,0,0,0,1,15,2,92-94,3,170,78,94,71,39,0,0,0,7,8,6,0,0,0,80,80,68,0,0,0,0,0,1,1,1,0,0,0,7,0,1,0,1,rosareg01,656,1050,1093,40000,2026-04-03,1,
Baseball Reference 1 LF Eddie Rosario MIN 2019,84805,51,8,BBR,,,2019,N,Minnesota Twins,MIN,Rosario,Eddie,Edisito,Puerto Rico,20,28,9,1991,2,1,7,0,83,65,93,31,112,62,98,80,68,41,119,81,78,60,101,27,110,52,2,2,2,42,16,72,72,5,5,1,3,1,5,1,1,3,1,5,1,1,3,1,5,1,17,0,0,0,0,0,0,0,0,0,0,0,1,16,2,93-95,4,185,2,1,9,3,0,0,0,47,73,79,0,0,0,0,0,0,61,29,59,0,0,0,0,0,1,1,1,7,0,1,0,1,rosared01,10,28,26,7501,2026-04-09,1,
MLB 2026 Live 3B Amed Rosario NYY,82565,57,1,,,,2026,N,New York Yankees,NYA,Rosario,Amed,El Nino,Dominican Republic,14,20,11,1995,1,1,5,0,88,73,60,47,95,81,91,79,63,56,98,84,87,72,60,45,94,81,0,1,0,95,54,81,75,62,52,1,26,5,1,76,1,27,5,1,80,1,25,5,1,74,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,75-80,3,188,62,61,75,66,0,0,0,67,60,66,0,0,0,36,64,8,0,0,27,0,1,1,1,1,1,1,1,8,0,1,0,3,rosaram01,0,11,11,0,2026-03-13,1,
MLB 2026 Live C Ben Rortvedt NYM,82071,47,1,,,,2026,N,New York Mets,NYM,Rortvedt,Ben,,The United States,77,25,9,1997,2,1,2,0,62,60,62,72,65,61,61,54,47,68,58,64,63,62,65,74,67,61,2,2,0,3,6,6,56,46,33,1,25,1,1,75,1,27,1,1,81,1,24,1,1,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,90-92,4,175,32,38,52,21,64,64,59,48,57,60,0,59,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,8,0,1,0,9,rortvbe01,0,13,12,0,2026-03-13,1,
Veteran Presence SP Charlie Root CHC 1934,82947,44,10,,,,1934,N,Chicago Cubs,CHC,Root,Charlie,Chinski,The United States,14,17,3,1899,1,1,1,11,17,65,47,31,17,16,15,61,39,29,10,19,18,67,50,32,20,16,0,0,0,14,14,6,18,70,7,62,62,61,61,64,52,58,55,52,71,67,66,64,70,58,59,0,78,87,0,0,0,0,0,0,0,0,37,77,4,90-92,3,178,23,40,27,18,0,0,0,6,9,7,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,rootch01,0,8,8,164,2026-03-13,1,
MLB 2026 Live RF Brent Rooker ATH,82274,97,1,,,,2026,N,Athletics,OAK,Rooker,Brent,,The United States,25,1,11,1994,1,1,9,0,84,95,107,85,74,94,88,105,110,91,82,93,83,92,106,84,72,95,3,2,0,26,16,77,53,11,12,1,26,1,1,76,1,24,1,1,71,1,27,1,1,80,16,0,0,0,0,0,0,0,0,0,0,0,1,0,4,75-80,3,191,29,40,54,21,2,2,2,49,53,56,0,0,0,0,0,0,12,0,47,0,1,1,1,0,1,1,1,8,4,75,0,1,rookebr01,4169,9688,9973,0,2026-03-13,1,
Snapshot CL Hector Rondon HOU 2018,83078,59,7,,,,2018,N,Houston Astros,HOU,Rondon,Hector,Rondi,Venezuela,30,26,2,1988,1,1,1,13,4,2,1,2,1,1,4,3,1,3,1,1,4,2,1,2,1,1,2,2,0,7,3,6,10,29,7,80,77,72,97,37,76,75,66,95,35,83,79,78,99,39,81,80,0,108,0,0,0,0,0,0,0,0,16,33,2,93-95,3,191,29,20,24,23,0,0,0,6,6,1,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,4,rondohe01,0,7,7,3813,2026-03-13,1,
MLB 2026 Live RP JoJo Romero STL,81886,74,1,,,,2026,N,St. Louis Cardinals,STL,Romero,JoJo,,The United States,59,9,9,1996,2,2,1,12,19,19,3,15,19,19,19,19,3,15,19,19,20,20,3,16,20,20,0,0,0,18,11,18,26,36,1,84,90,73,95,82,92,104,75,108,97,82,87,73,92,77,87,85,0,80,0,89,0,0,0,0,0,0,14,53,2,95-97,2,180,19,63,58,40,1,1,1,3,3,3,87,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,2,5,0,2,romerjo01,113,200,222,0,2026-03-13,1,
MLB 2026 Live RP Jordan Romano LAA,82314,62,1,,,,2026,N,Los Angeles Angels,ANA,Romano,Jordan,,Canada,68,21,4,1993,1,1,1,12,41,36,11,40,39,46,41,36,11,40,39,46,41,36,11,40,39,46,0,0,0,18,15,17,23,50,39,89,72,77,68,82,92,69,79,68,73,86,75,76,68,90,102,102,0,0,0,0,0,0,0,0,0,0,15,56,4,97-99,3,196,23,18,52,16,2,2,1,14,18,31,53,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,1,2,0,3,romanjo03,26,37,37,0,2026-03-13,1,
Historical All-Star C Johnny Romano CLE 1962,83977,95,5,,,,1962,N,Cleveland,CLE,Romano,Johnny,Honey,The United States,11,23,8,1934,1,1,2,0,73,66,120,97,91,56,80,61,111,122,100,64,70,68,123,91,89,52,1,1,0,24,5,6,19,24,4,1,5,1,7,1,1,5,1,7,1,1,5,1,7,1,16,0,0,0,0,0,0,0,0,0,0,0,1,15,1,89-91,4,180,9,8,6,4,53,74,81,8,3,10,0,68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,75,0,0,romanjo01,4001,5840,5846,11750,2026-03-13,1,
MLB 2026 Live RP Ryan Rolison CHC,81982,51,1,,,,2026,N,Chicago Cubs,CHC,Rolison,Ryan,,The United States,33,11,7,1997,1,2,1,12,22,21,9,20,17,29,22,21,9,20,17,29,22,21,9,20,17,29,2,2,0,20,16,18,26,45,31,63,70,75,67,76,61,70,74,66,79,63,70,76,68,75,77,68,70,70,0,0,0,0,0,0,0,0,32,62,2,91-93,3,188,31,58,32,33,2,2,2,23,28,27,88,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,8,0,1,0,8,rolisry01,0,8,10,0,2026-03-13,1,
Hardware Heroes 3B Red Rolfe NYY 1939,82727,87,9,,,,1939,N,New York Yankees,NYY,Rolfe,Red,,The United States,2,17,10,1908,2,1,5,0,93,89,81,85,107,81,85,69,63,94,112,65,96,96,86,83,106,86,0,0,0,58,35,60,70,6,5,1,5,1,7,1,1,5,1,7,1,1,5,1,7,2,16,0,0,0,0,0,0,0,0,0,0,0,1,4,1,90-92,3,180,61,73,74,37,0,0,0,6,3,10,0,0,0,0,65,0,0,0,0,0,0,0,1,1,0,0,0,1,3,15,0,0,rolfere01,0,1152,1291,32482,2026-03-13,1,
MLB 2026 Live 2B Miguel Rojas LAD,81775,75,1,,,,2026,N,Los Angeles Dodgers,LAD,Rojas,Miguel,Miggy Ro,Venezuela,72,24,2,1989,1,1,4,0,83,68,63,68,99,71,86,71,74,74,106,70,84,68,60,67,98,72,1,0,0,16,31,76,54,56,39,1,28,1,1,82,1,27,1,1,79,1,28,1,1,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-,3,180,93,82,78,86,6,6,6,55,54,62,0,0,11,106,41,89,0,0,0,0,1,1,1,1,1,1,1,8,2,5,0,1,rojasmi02,271,641,596,0,2026-03-13,1,
All-Time Legend RP Mel Rojas MON Peak,84068,87,4,,,,1992,Y,Montreal Expos,WSN,Rojas,Mel,,Dominican Republic,51,10,12,1966,1,1,1,12,19,40,5,30,16,21,19,40,5,30,16,21,19,40,5,30,16,21,0,0,0,16,4,6,28,27,7,97,93,76,95,91,97,91,64,96,83,97,96,86,95,98,79,112,0,0,0,0,0,100,0,0,0,0,20,95,2,92-94,3,180,27,20,23,23,0,0,0,8,10,8,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,15,0,0,rojasme01,1200,4800,5308,6779,2026-03-13,1,
MLB 2026 Live CF Johan Rojas PHI,82045,59,1,,,,2026,N,Philadelphia Phillies,PHI,Rojas,Johan,,Dominican Republic,23,14,8,2000,1,1,8,0,85,69,47,58,82,88,87,76,46,62,82,91,84,67,48,57,82,87,2,2,1,96,87,95,63,51,50,1,27,16,1,79,1,28,15,1,82,1,26,18,1,76,16,0,0,0,0,0,0,0,0,0,0,0,19,0,4,86-88,4,180,29,26,47,13,0,0,0,91,93,80,0,0,0,0,0,0,0,93,0,0,1,0,1,0,1,1,1,8,0,1,0,1,rojasjo03,66,176,160,0,2026-03-13,0,
Historical All-Star 2B Cookie Rojas KC 1974,83911,48,5,,,,1974,N,Kansas City Royals,KCR,Rojas,Cookie,,Cuba,1,6,3,1939,1,1,4,0,80,50,53,54,112,57,74,35,65,59,108,41,83,56,48,53,114,61,2,2,0,40,41,67,56,54,5,1,2,1,3,1,1,2,1,3,1,1,2,1,3,2,0,16,0,0,0,0,17,0,0,0,0,0,1,23,2,90-92,3,178,41,94,22,59,0,0,0,7,2,3,0,0,0,52,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,2,rojasco01,0,7,8,111,2026-03-13,1,
Rookie Sensation RP Garry Roggenburk MIN 1963,84220,47,3,,,,1963,N,Minnesota Twins,MIN,Roggenburk,Garry,,The United States,32,16,4,1940,1,2,1,12,4,3,1,4,1,1,4,3,1,4,1,1,4,3,1,4,1,1,1,1,0,15,5,6,25,21,46,47,79,54,84,70,53,87,53,91,81,45,76,55,81,67,64,51,0,0,0,0,0,0,0,0,0,0,19,107,2,89-91,3,198,27,20,23,23,0,0,0,10,3,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,roggega01,0,6,7,359,2026-03-13,1,
MLB 2026 Live RP Tyler Rogers TOR,82512,66,1,,,,2026,N,Toronto Blue Jays,TOR,Rogers,Tyler,,The United States,71,17,12,1990,1,1,1,12,31,14,14,32,28,35,31,14,14,32,28,35,31,14,14,32,28,35,0,0,0,17,11,13,29,52,31,59,86,99,84,90,49,72,95,74,68,63,97,105,91,109,0,78,0,0,0,82,0,0,0,0,0,0,15,48,1,83-85,1,191,31,21,37,11,2,2,2,10,18,21,62,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,1,2,0,4,rogerty01,0,50,41,0,2026-03-13,1,
MLB 2026 Live SP Trevor Rogers BAL,82654,78,1,,,,2026,N,Baltimore Orioles,BAL,Rogers,Trevor,,The United States,28,13,11,1997,2,2,1,11,18,23,1,18,16,20,18,22,1,17,16,19,19,24,1,19,17,21,1,1,0,36,51,22,34,45,13,70,82,85,82,84,77,89,88,91,87,68,80,84,80,82,79,77,0,78,0,78,0,0,0,0,0,0,55,61,2,92-94,3,196,34,51,56,27,1,1,1,8,8,41,89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,2,5,0,1,rogertr01,121,297,193,0,2026-03-13,1,
MLB 2026 Live RP Taylor Rogers MIN,82349,60,1,,,,2026,N,Minnesota Twins,MIN,Rogers,Taylor,M. Rogers,The United States,55,17,12,1990,2,2,1,12,27,32,1,30,30,25,27,32,1,30,30,25,27,32,1,30,30,25,0,0,0,16,14,17,17,44,8,90,73,68,73,74,98,83,70,79,92,87,70,68,71,68,0,101,0,0,0,97,0,0,0,0,0,0,14,63,2,93-95,3,191,22,26,38,25,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,2,0,4,rogerta01,0,44,46,0,2026-03-13,1,
Snapshot SP Steve Rogers MON 1977,83296,85,7,,,,1977,N,Montreal Expos,WSN,Rogers,Steve,,The United States,45,26,10,1949,1,1,1,11,16,22,3,38,23,7,17,33,3,53,29,4,16,18,4,34,22,8,0,0,0,10,13,6,11,68,21,78,91,78,93,87,68,71,64,81,53,85,108,88,105,114,71,77,93,106,0,63,0,0,0,0,0,0,93,58,2,90-92,3,185,35,28,31,30,0,0,0,4,5,7,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,0,0,rogerst01,0,1433,1198,3001,2026-03-13,1,
MLB 2026 Live C Jake Rogers DET,82407,63,1,,,,2026,N,Detroit Tigers,DET,Rogers,Jake,,The United States,34,18,4,1995,1,1,2,0,67,69,85,72,64,71,67,66,88,79,70,66,67,71,84,70,63,73,2,2,0,49,7,16,48,52,9,1,25,1,1,75,1,22,1,1,65,1,28,1,1,82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,90-92,3,185,36,47,70,26,80,83,74,31,37,71,0,83,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,8,1,2,0,3,rogerja03,35,48,51,0,2026-03-13,1,
Negro League Star CF Bullet Rogan NEL 1930,84511,81,2,,,,1930,N,Kansas City Monarchs,KCM,Rogan,Bullet,,The United States,99,28,7,1893,1,1,8,0,87,79,76,93,94,81,88,79,77,94,95,81,87,79,76,93,94,81,0,2,0,64,77,70,62,23,17,62,64,62,62,70,62,65,63,62,71,62,64,62,62,69,56,0,67,74,0,0,77,68,0,0,0,0,79,60,2,90-92,3,170,51,33,45,41,53,53,53,77,68,65,89,45,45,35,26,0,89,67,82,1,1,1,1,0,1,1,1,1,3,10,0,0,roganbu99,1800,2299,2654,0,2026-03-13,1,
Unsung Heroes RF Wally Roettger STL 1931,82848,50,8,,,,1931,N,St. Louis Cardinals,STL,Roettger,Wally,,The United States,8,28,8,1902,1,1,9,0,93,78,33,54,100,85,82,98,21,48,98,69,97,71,36,57,101,90,0,0,1,49,35,44,45,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,16,0,0,0,0,0,0,0,0,0,0,0,1,25,2,90-92,4,183,3,8,2,7,0,0,0,54,108,62,0,0,0,0,0,0,54,9,63,0,0,0,0,0,1,1,1,1,0,1,0,1,roettwa01,6,20,19,101,2026-03-13,1,
Snapshot LF Gary Roenicke BAL 1980,83642,59,7,,,,1980,N,Baltimore Orioles,BAL,Roenicke,Gary,,The United States,35,5,12,1954,1,1,7,0,61,74,87,106,80,36,73,93,74,109,97,50,56,68,91,105,74,32,0,0,0,9,10,16,23,38,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,0,0,0,0,0,0,0,0,0,0,0,1,9,2,89-91,3,191,7,9,1,2,0,0,0,59,82,82,0,0,0,0,0,0,76,12,74,0,0,0,0,0,1,1,1,4,0,1,0,0,roeniga01,0,8,7,1618,2026-03-13,1,
Snapshot RP Ed Roebuck LAD 1960,83072,56,7,,,,1960,N,Los Angeles Dodgers,LAD,Roebuck,Ed,,The United States,37,3,7,1931,1,1,1,12,5,4,1,3,2,2,5,4,1,3,2,2,5,4,1,3,2,2,1,1,0,11,3,6,17,31,21,80,62,82,58,71,62,62,90,62,62,91,62,75,55,77,0,0,0,0,0,125,0,0,0,0,0,0,25,43,0,90-92,4,188,26,14,21,23,0,0,0,6,5,10,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,roebued01,0,7,8,701,2026-03-13,1,
Historical All-Star SP Preacher Roe BRO 1949,83894,85,5,,,,1949,N,Brooklyn Dodgers,LAD,Roe,Preacher,,The United States,28,26,2,1916,1,2,1,11,15,24,3,43,14,15,16,21,2,60,8,24,15,26,4,38,16,12,2,2,0,5,5,6,5,83,38,88,67,116,59,83,81,80,110,50,140,90,62,118,62,64,84,99,81,0,0,0,0,0,66,0,0,0,83,115,4,89-91,3,188,24,39,30,26,0,0,0,2,6,4,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,15,0,1,roepr01,3200,4900,4710,13075,2026-03-13,1,
MLB 2026 Live RP Yariel Rodriguez TOR,82510,67,1,,,,2026,N,Toronto Blue Jays,TOR,Rodriguez,Yariel,,Cuba,29,10,3,1997,1,1,1,12,25,24,4,16,32,14,26,23,4,15,32,16,25,25,5,17,32,14,0,0,0,10,9,7,13,41,7,85,80,66,73,95,84,82,66,73,100,86,79,67,74,91,89,89,92,0,97,0,90,0,0,0,0,0,40,49,3,93-95,3,185,22,18,49,14,2,2,3,20,23,25,52,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,8,1,2,0,4,rodriya01,0,49,51,0,2026-03-13,1,
Snapshot RP Rich Rodriguez SD 1991,82938,45,7,,,,1991,N,San Diego Padres,SDP,Rodriguez,Rich,,The United States,42,1,3,1963,2,2,1,12,4,3,1,3,1,1,4,3,1,3,1,1,5,3,1,3,2,1,1,1,0,13,4,6,21,30,52,53,78,51,61,112,53,77,41,56,120,53,77,55,62,109,39,67,0,64,0,64,0,0,51,0,0,0,20,91,2,87-89,4,183,35,20,26,23,0,0,0,7,7,9,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,3,rodriri02,0,25,19,1011,2026-03-13,1,
